animal_id	studbook_id	name	taxonomic_code	species	sex	birth_date	birth_type	litter_size	death_date	mother_id	mother_name	mother_taxonomic_code	mother_species	mother_birth_date	father_id	father_name	father_taxonomic_code	father_species	father_birth_date
1476	NA	Gallium	OGG	Northern greater galago	F	1982-07-08	captive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1477	NA	Alum Ii	OGG	Northern greater galago	F	1983-09-10	captive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1478	NA	Woody-A	OGG	Northern greater galago	F	1988-07-12	captive	1	1988-07-12	1463	Woody Ii	OGG	Northern greater galago	1985-04-24	multiple possibilities (NA)	NA	NA	NA	NA
1479	NA	Zinc-A	OGG	Northern greater galago	M	1988-07-12	captive	1	1988-07-17	1452	Zinc	OGG	Northern greater galago	1984-10-22	1451	Zircon	OGG	Northern greater galago	1984-05-26
1480	NA	Gus	OGG	Northern greater galago	M	1988-07-16	captive	1	NA	1470	Obsidian	OGG	Northern greater galago	1984-05-17	1475	Willemite	OGG	Northern greater galago	1985-11-08
1481	NA	Andy Ii	OGG	Northern greater galago	M	1988-07-30	captive	1	NA	1457	Helium	OGG	Northern greater galago	1985-02-24	1458	Halogen	OGG	Northern greater galago	1985-10-25
1482	NA	Rubidium	OGG	Northern greater galago	F	1988-09-01	captive	2	NA	1464	Bella	OGG	Northern greater galago	1985-03-08	1465	Orwell	OGG	Northern greater galago	1984-12-30
1483	NA	Rhodium	OGG	Northern greater galago	M	1988-09-01	captive	2	NA	1464	Bella	OGG	Northern greater galago	1985-03-08	1465	Orwell	OGG	Northern greater galago	1984-12-30
1484	NA	Cinder	OGG	Northern greater galago	M	1988-09-02	captive	1	NA	1467	Calcium	OGG	Northern greater galago	1983-09-10	NA	NA	NA	NA	NA
1485	NA	Silica	OGG	Northern greater galago	F	1988-09-06	captive	1	NA	1455	Silver	OGG	Northern greater galago	1985-09-11	1456	Slate	OGG	Northern greater galago	1985-02-11
1486	NA	Adularin	OGG	Northern greater galago	F	1987-01-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1487	NA	Chrysocolla	OGG	Northern greater galago	F	1987-02-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1488	NA	Yttrium	OGG	Northern greater galago	M	1987-08-13	captive	NA	NA	0478	Margarite	OGG	Northern greater galago	1983-06-25	oi_21037	NA	NA	NA	NA
1489	NA	Tungsten	OGG	Northern greater galago	M	1986-12-24	captive	NA	NA	0478	Margarite	OGG	Northern greater galago	1983-06-25	oi_21037	NA	NA	NA	NA
1490	NA	Epsomite	OGG	Northern greater galago	M	1988-10-06	captive	1	NA	0492	Emerald	OGG	Northern greater galago	1984-10-28	1409	Mica	OGG	Northern greater galago	1985-04-01
1491	NA	Aquilamite-A	OGG	Northern greater galago	NA	1988-10-30	captive	1	1988-10-30	1431	Aquilarite	OGG	Northern greater galago	1987-07-28	0487	Brookite	OGG	Northern greater galago	1984-08-23
1492	NA	Alabaster	OGG	Northern greater galago	F	1988-11-08	captive	1	NA	1477	Alum Ii	OGG	Northern greater galago	1983-09-10	1413	Tuff	OGG	Northern greater galago	1986-03-30
1493	NA	Geode	OGG	Northern greater galago	M	1988-11-16	captive	1	NA	1476	Gallium	OGG	Northern greater galago	1982-07-08	1474	Zeolite	OGG	Northern greater galago	1983-04-17
1494	NA	Niter	OGG	Northern greater galago	M	1988-11-20	captive	1	NA	1462	Nisa	OGG	Northern greater galago	1985-02-25	1418	Pyrite Ii	OGG	Northern greater galago	1986-09-06
1495	NA	Orthoclase	OGG	Northern greater galago	F	1988-12-28	captive	1	NA	1470	Obsidian	OGG	Northern greater galago	1984-05-17	1413	Tuff	OGG	Northern greater galago	1986-03-30
1496	NA	Hydroxyl	OGG	Northern greater galago	F	1988-12-28	captive	1	NA	1457	Helium	OGG	Northern greater galago	1985-02-24	1458	Halogen	OGG	Northern greater galago	1985-10-25
1497	NA	Woody-B	OGG	Northern greater galago	NA	1989-01-06	captive	1	1989-01-06	1463	Woody Ii	OGG	Northern greater galago	1985-04-24	1472	Arkose	OGG	Northern greater galago	1985-10-17
1498	NA	Serpentine	OGG	Northern greater galago	F	1989-03-13	captive	1	NA	1455	Silver	OGG	Northern greater galago	1985-09-11	1474	Zeolite	OGG	Northern greater galago	1983-04-17
1499	NA	Antimony	OGG	Northern greater galago	F	1989-03-13	captive	1	NA	1473	Anatase	OGG	Northern greater galago	1987-07-17	1418	Pyrite Ii	OGG	Northern greater galago	1986-09-06
1501	11	Mercury	VVV	Black-and-white ruffed lemur	M	1966-10-01	wild	NA	2006-02-09	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
1502	337	Tia	EUL	Eulemur hybrid	F	1971-05-06	captive	1	1979-02-01	535	Nausicaa	EUL	Eulemur hybrid	1968-01-12	539	Sforza	EMAC	Black lemur	1966-10-01
1503	338	Esther	EUL	Eulemur hybrid	F	1971-05-19	captive	1	NA	567	Adah	EALB	White-fronted brown lemur	1968-10-01	542	Pinnochio	EUL	Eulemur hybrid	1968-04-09
1504	12	Pluto Ii	VRUB	Red ruffed lemur	M	1967-10-01	wild	NA	1975-08-09	wild	NA	NA	NA	NA	wild	NA	NA	NA	NA
1505	340	Arlette	EUL	Eulemur hybrid	F	1971-07-26	captive	1	NA	532	Calypso	ERUF	Red-fronted brown lemur	1967-04-14	520	Yves	ECOL	Collared brown lemur	1959-10-01
1506	61	Medusa-B	EMAC	Black lemur	F	1971-08-23	captive	1	1971-09-13	538	Medusa	EMAC	Black lemur	1966-10-01	537	Perseus	EMAC	Black lemur	1966-10-01
1507	342	Puppet-G	EUL	Eulemur hybrid	M	1971-09-29	captive	1	1972-01-08	507	Puppet	EUL	Eulemur hybrid	1961-04-17	505	Clarence	EFUL	Common brown lemur	1963-01-01
1508	343	Sachs	EUL	Eulemur hybrid	M	1971-10-31	captive	1	1989-11-10	514	Lisa Della	ERUF	Red-fronted brown lemur	1965-03-08	509	Pop	EFUL	Common brown lemur	1946-10-01
1509	364	Rima	LCAT	Ring-tailed lemur	F	1972-01-14	captive	1	NA	546	Balin	LCAT	Ring-tailed lemur	1968-12-18	multiple possibilities (2)	NA	NA	NA	NA
1510	365	Kamala	LCAT	Ring-tailed lemur	F	1972-01-15	captive	1	1990-01-01	534	Bilbo	LCAT	Ring-tailed lemur	1967-06-21	multiple possibilities (2)	NA	NA	NA	NA
1511	345	Heathcliffe	ERUF	Red-fronted brown lemur	M	1972-02-24	captive	1	NA	541	Hermione	ERUF	Red-fronted brown lemur	1968-03-28	515	Thurber	ERUF	Red-fronted brown lemur	1958-10-01
1512	346	Heme	ERUF	Red-fronted brown lemur	F	1972-03-08	captive	1	1992-07-30	510	Calo	ERUF	Red-fronted brown lemur	1958-10-01	515	Thurber	ERUF	Red-fronted brown lemur	1958-10-01
1513	347	Guinevere	EUL	Eulemur hybrid	F	1972-03-13	captive	2	NA	519	Red Child	ERUF	Red-fronted brown lemur	1966-03-04	547	Corelli	EUL	Eulemur hybrid	1969-02-06
1514	348	Morgana	EUL	Eulemur hybrid	F	1972-03-13	captive	2	1983-11-01	519	Red Child	ERUF	Red-fronted brown lemur	1966-03-04	547	Corelli	EUL	Eulemur hybrid	1969-02-06
1515	70	Borgia	EMAC	Black lemur	M	1972-03-20	captive	1	1972-09-28	540	Atalanta	EMAC	Black lemur	1961-10-01	537	Perseus	EMAC	Black lemur	1966-10-01
1516	349	Zerlina	EUL	Eulemur hybrid	F	1972-03-20	captive	1	NA	549	Ursula	EUL	Eulemur hybrid	1969-04-03	547	Corelli	EUL	Eulemur hybrid	1969-02-06
1517	72	Lorenzo	EMAC	Black lemur	M	1972-03-28	captive	1	1977-10-30	538	Medusa	EMAC	Black lemur	1966-10-01	537	Perseus	EMAC	Black lemur	1966-10-01
1518	379	Omar	LCAT	Ring-tailed lemur	M	1972-03-30	captive	1	NA	536	Gamgee	LCAT	Ring-tailed lemur	1968-06-08	555	Alcibiades	LCAT	Ring-tailed lemur	1967-04-19
1519	355	Jacob	EUL	Eulemur hybrid	M	1972-04-12	captive	2	1989-08-24	552	Shulamite	ESAN	Sanford's brown lemur	1967-10-01	multiple possibilities (2)	NA	NA	NA	NA
1520	356	Esau	EUL	Eulemur hybrid	M	1972-04-12	captive	2	NA	552	Shulamite	ESAN	Sanford's brown lemur	1967-10-01	multiple possibilities (2)	NA	NA	NA	NA
1521	357	Gepetto	EFUL	Common brown lemur	M	1972-04-27	captive	1	1979-08-10	506	Sal	EFUL	Common brown lemur	1958-10-01	501	Peardrop	EFUL	Common brown lemur	1958-10-01
1522	358	Sona	EUL	Eulemur hybrid	F	1972-04-29	captive	1	NA	574	Adriana	EUL	Eulemur hybrid	1970-12-29	multiple possibilities (3)	NA	NA	NA	NA
1523	365	Brigham	EFUL	Common brown lemur	M	1972-06-01	captive	1	1973-08-21	518	Frodo	EFUL	Common brown lemur	1966-03-06	501	Peardrop	EFUL	Common brown lemur	1958-10-01
1524	370	Calypso-A	EUL	Eulemur hybrid	F	1972-08-09	captive	1	1972-08-09	532	Calypso	ERUF	Red-fronted brown lemur	1967-04-14	multiple possibilities (2)	NA	NA	NA	NA
1525	375	Corley	ERUF	Red-fronted brown lemur	M	1972-12-12	captive	1	1985-04-24	510	Calo	ERUF	Red-fronted brown lemur	1958-10-01	515	Thurber	ERUF	Red-fronted brown lemur	1958-10-01
1526	380	Zoe	EUL	Eulemur hybrid	F	1972-12-27	captive	2	NA	567	Adah	EALB	White-fronted brown lemur	1968-10-01	539	Sforza	EMAC	Black lemur	1966-10-01
1527	379	Zach	EUL	Eulemur hybrid	M	1972-12-27	captive	2	1978-11-19	567	Adah	EALB	White-fronted brown lemur	1968-10-01	539	Sforza	EMAC	Black lemur	1966-10-01
1528	382	Maya	ERUF	Red-fronted brown lemur	F	1973-01-03	captive	1	1997-02-07	541	Hermione	ERUF	Red-fronted brown lemur	1968-03-28	515	Thurber	ERUF	Red-fronted brown lemur	1958-10-01
1529	383	Yvette-B	ECOL	Collared brown lemur	M	1973-01-23	captive	2	1973-01-23	521	Yvette	ECOL	Collared brown lemur	1959-10-01	561	Degaulle	ECOL	Collared brown lemur	1970-04-10
1530	384	Yvette-C	ECOL	Collared brown lemur	M	1973-01-23	captive	2	1973-01-23	521	Yvette	ECOL	Collared brown lemur	1959-10-01	561	Degaulle	ECOL	Collared brown lemur	1970-04-10
1531	385	Tana-A	ERUF	Red-fronted brown lemur	F	1973-02-11	captive	1	1973-02-11	573	Tana	ERUF	Red-fronted brown lemur	1968-10-01	515	Thurber	ERUF	Red-fronted brown lemur	1958-10-01
1532	NA	Cronus	EUL	Eulemur hybrid	M	1973-02-26	captive	1	NA	550	Aphrodite	EMAC	Black lemur	1969-05-12	556	Cadmus	EFUL	Common brown lemur	1970-03-15
1533	386	Scarlett Ii	EUL	Eulemur hybrid	F	1973-03-10	captive	1	NA	519	Red Child	ERUF	Red-fronted brown lemur	1966-03-04	multiple possibilities (2)	NA	NA	NA	NA
1534	417	Calpurnia-A	LCAT	Ring-tailed lemur	M	1973-03-13	captive	1	1973-03-19	585	Calpurnia	LCAT	Ring-tailed lemur	1971-03-15	555	Alcibiades	LCAT	Ring-tailed lemur	1967-04-19
1535	394	Pandora	EUL	Eulemur hybrid	F	1973-04-23	captive	1	NA	508	Clarissa	EUL	Eulemur hybrid	1964-04-29	multiple possibilities (3)	NA	NA	NA	NA
1536	395	Midas	EUL	Eulemur hybrid	M	1973-04-24	captive	1	1975-01-20	574	Adriana	EUL	Eulemur hybrid	1970-12-29	multiple possibilities (3)	NA	NA	NA	NA
1537	396	Medea	EUL	Eulemur hybrid	F	1973-04-25	captive	1	NA	572	Miriam	EALB	White-fronted brown lemur	1970-11-22	566	Jason	EMAC	Black lemur	1970-04-30
1538	397	Bathsheba-B	EALB	White-fronted brown lemur	F	1973-05-01	captive	2	1973-05-02	554	Bathsheba	EALB	White-fronted brown lemur	1966-10-01	multiple possibilities (2)	NA	NA	NA	NA
1539	1539	Bathsheba-C	EALB	White-fronted brown lemur	F	1973-05-01	captive	2	1973-05-02	554	Bathsheba	EALB	White-fronted brown lemur	1966-10-01	multiple possibilities (2)	NA	NA	NA	NA
1540	16	Saturna-A	VAR	Varecia hybrid	F	1973-05-08	captive	3	1973-05-08	524	Saturna	VRUB	Red ruffed lemur	1959-10-01	multiple possibilities (2)	NA	NA	NA	NA
1541	17	Saturna-B	VAR	Varecia hybrid	F	1973-05-08	captive	3	1973-05-08	524	Saturna	VRUB	Red ruffed lemur	1959-10-01	multiple possibilities (2)	NA	NA	NA	NA
1542	NA	Earth	VAR	Varecia hybrid	M	1973-05-08	captive	3	NA	524	Saturna	VRUB	Red ruffed lemur	1959-10-01	multiple possibilities (2)	NA	NA	NA	NA
1543	44	Thalia-A	VAR	Varecia hybrid	F	1973-05-10	captive	2	1973-05-12	569	Thalia	VVV	Black-and-white ruffed lemur	1965-10-01	multiple possibilities (3)	NA	NA	NA	NA
1544	45	Thalia-B	VAR	Varecia hybrid	M	1973-05-10	captive	2	1973-05-12	569	Thalia	VVV	Black-and-white ruffed lemur	1965-10-01	multiple possibilities (3)	NA	NA	NA	NA
1545	399	Rhea	EUL	Eulemur hybrid	F	1973-05-23	captive	2	1975-07-07	552	Shulamite	ESAN	Sanford's brown lemur	1967-10-01	multiple possibilities (2)	NA	NA	NA	NA
1546	400	Rhett	EUL	Eulemur hybrid	M	1973-05-23	captive	2	1973-08-05	552	Shulamite	ESAN	Sanford's brown lemur	1967-10-01	multiple possibilities (2)	NA	NA	NA	NA
1547	88	Medusa-C	EMAC	Black lemur	F	1973-05-23	captive	1	1973-06-03	538	Medusa	EMAC	Black lemur	1966-10-01	537	Perseus	EMAC	Black lemur	1966-10-01
1548	401	Lucifer	EUL	Eulemur hybrid	M	1973-05-28	captive	1	NA	532	Calypso	ERUF	Red-fronted brown lemur	1967-04-14	520	Yves	ECOL	Collared brown lemur	1959-10-01
1549	404	Emile	ERUF	Red-fronted brown lemur	M	1973-06-04	captive	1	NA	587	Hebe	ERUF	Red-fronted brown lemur	1971-04-13	589	Icarus	ERUF	Red-fronted brown lemur	1971-05-03
1550	426	Song	EUL	Eulemur hybrid	F	1974-02-20	captive	1	1983-02-26	549	Ursula	EUL	Eulemur hybrid	1969-04-03	multiple possibilities (2)	NA	NA	NA	NA
1551	427	Yen	EUL	Eulemur hybrid	F	1974-02-25	captive	1	1983-07-02	519	Red Child	ERUF	Red-fronted brown lemur	1966-03-04	multiple possibilities (2)	NA	NA	NA	NA
1552	456	May	LCAT	Ring-tailed lemur	F	1974-03-18	captive	1	NA	585	Calpurnia	LCAT	Ring-tailed lemur	1971-03-15	multiple possibilities (2)	NA	NA	NA	NA
1553	457	Balin-A	LCAT	Ring-tailed lemur	F	1974-03-18	captive	1	1974-04-08	546	Balin	LCAT	Ring-tailed lemur	1968-12-18	multiple possibilities (2)	NA	NA	NA	NA
1554	429	Tana-B	EUL	Eulemur hybrid	F	1974-03-18	captive	1	1974-03-18	573	Tana	ERUF	Red-fronted brown lemur	1968-10-01	multiple possibilities (2)	NA	NA	NA	NA
1555	430	Heme-A	ERUF	Red-fronted brown lemur	M	1974-03-18	captive	1	1974-03-18	1512	Heme	ERUF	Red-fronted brown lemur	1972-03-08	multiple possibilities (2)	NA	NA	NA	NA
1556	433	Tina	EUL	Eulemur hybrid	F	1974-03-25	captive	1	NA	1514	Morgana	EUL	Eulemur hybrid	1972-03-13	multiple possibilities (2)	NA	NA	NA	NA
1557	434	Joey	ERUF	Red-fronted brown lemur	F	1974-03-25	captive	1	1974-04-30	587	Hebe	ERUF	Red-fronted brown lemur	1971-04-13	multiple possibilities (2)	NA	NA	NA	NA
1558	435	Adriana-A	EUL	Eulemur hybrid	F	1974-03-26	captive	1	1974-03-26	574	Adriana	EUL	Eulemur hybrid	1970-12-29	multiple possibilities (2)	NA	NA	NA	NA
1559	436	Dara	EUL	Eulemur hybrid	F	1974-03-27	captive	1	2003-08-05	507	Puppet	EUL	Eulemur hybrid	1961-04-17	multiple possibilities (2)	NA	NA	NA	NA
1560	438	Ivan	EFUL	Common brown lemur	M	1974-03-29	captive	1	1974-06-23	506	Sal	EFUL	Common brown lemur	1958-10-01	501	Peardrop	EFUL	Common brown lemur	1958-10-01
1561	103	Wendy	EMAC	Black lemur	F	1974-03-30	captive	1	NA	550	Aphrodite	EMAC	Black lemur	1969-05-12	539	Sforza	EMAC	Black lemur	1966-10-01
1562	439	Sadie	EUL	Eulemur hybrid	M	1974-04-02	captive	1	1985-04-08	1503	Esther	EUL	Eulemur hybrid	1971-05-19	multiple possibilities (2)	NA	NA	NA	NA
1563	469	Kamala-A	LCAT	Ring-tailed lemur	NA	1974-04-06	captive	1	1974-04-06	1510	Kamala	LCAT	Ring-tailed lemur	1972-01-15	555	Alcibiades	LCAT	Ring-tailed lemur	1967-04-19
1564	441	Bill	EUL	Eulemur hybrid	M	1974-04-14	captive	1	NA	514	Lisa Della	ERUF	Red-fronted brown lemur	1965-03-08	multiple possibilities (2)	NA	NA	NA	NA
1565	NA	Chris	EUL	Eulemur hybrid	F	1974-04-14	captive	1	NA	540	Atalanta	EMAC	Black lemur	1961-10-01	multiple possibilities (2)	NA	NA	NA	NA
1566	442	Hermione-A	ERUF	Red-fronted brown lemur	M	1974-04-15	captive	1	1974-04-15	541	Hermione	ERUF	Red-fronted brown lemur	1968-03-28	515	Thurber	ERUF	Red-fronted brown lemur	1958-10-01
1567	443	Calo-B	ERUF	Red-fronted brown lemur	M	1974-04-15	captive	1	1974-04-15	510	Calo	ERUF	Red-fronted brown lemur	1958-10-01	515	Thurber	ERUF	Red-fronted brown lemur	1958-10-01
1568	444	Willie	EUL	Eulemur hybrid	M	1974-04-16	captive	1	NA	1522	Sona	EUL	Eulemur hybrid	1972-04-29	multiple possibilities (2)	NA	NA	NA	NA
1569	445	Andy	EUL	Eulemur hybrid	M	1974-04-18	captive	1	NA	1505	Arlette	EUL	Eulemur hybrid	1971-07-26	multiple possibilities (2)	NA	NA	NA	NA
1570	471	Lent	LCAT	Ring-tailed lemur	M	1974-04-19	captive	1	NA	1509	Rima	LCAT	Ring-tailed lemur	1972-01-14	555	Alcibiades	LCAT	Ring-tailed lemur	1967-04-19
1571	446	Frodo-B	EFUL	Common brown lemur	F	1974-04-20	captive	1	1974-04-22	518	Frodo	EFUL	Common brown lemur	1966-03-06	501	Peardrop	EFUL	Common brown lemur	1958-10-01
1572	447	Lima	EUL	Eulemur hybrid	F	1974-04-21	captive	1	1985-09-26	552	Shulamite	ESAN	Sanford's brown lemur	1967-10-01	multiple possibilities (3)	NA	NA	NA	NA
1573	449	Yvette-D	ECOL	Collared brown lemur	F	1974-04-23	captive	1	1974-04-25	521	Yvette	ECOL	Collared brown lemur	1959-10-01	561	Degaulle	ECOL	Collared brown lemur	1970-04-10
1574	450	Mobe	EUL	Eulemur hybrid	M	1974-04-24	captive	1	1974-09-04	554	Bathsheba	EALB	White-fronted brown lemur	1966-10-01	multiple possibilities (3)	NA	NA	NA	NA
1575	453	Walt	EUL	Eulemur hybrid	M	1974-05-06	captive	1	NA	532	Calypso	ERUF	Red-fronted brown lemur	1967-04-14	multiple possibilities (2)	NA	NA	NA	NA
1576	454	Levi	EUL	Eulemur hybrid	M	1974-05-07	captive	1	NA	567	Adah	EALB	White-fronted brown lemur	1968-10-01	multiple possibilities (2)	NA	NA	NA	NA
1577	NA	Titan	VAR	Varecia hybrid	M	1974-05-17	captive	3	NA	524	Saturna	VRUB	Red ruffed lemur	1959-10-01	586	Mars	VVV	Black-and-white ruffed lemur	1966-10-01
1578	NA	Nike	VAR	Varecia hybrid	F	1974-05-17	captive	3	1986-10-10	524	Saturna	VRUB	Red ruffed lemur	1959-10-01	586	Mars	VVV	Black-and-white ruffed lemur	1966-10-01
1579	NA	Dione	VAR	Varecia hybrid	F	1974-05-17	captive	3	NA	524	Saturna	VRUB	Red ruffed lemur	1959-10-01	586	Mars	VVV	Black-and-white ruffed lemur	1966-10-01
1580	456	Arthur	EUL	Eulemur hybrid	M	1974-05-23	captive	1	1978-09-01	1513	Guinevere	EUL	Eulemur hybrid	1972-03-13	542	Pinnochio	EUL	Eulemur hybrid	1968-04-09
1581	58	Cloe	VVV	Black-and-white ruffed lemur	F	1974-05-24	captive	2	1987-01-20	569	Thalia	VVV	Black-and-white ruffed lemur	1965-10-01	1501	Mercury	VVV	Black-and-white ruffed lemur	1966-10-01
1582	59	Selene	VVV	Black-and-white ruffed lemur	F	1974-05-24	captive	2	1986-04-26	569	Thalia	VVV	Black-and-white ruffed lemur	1965-10-01	1501	Mercury	VVV	Black-and-white ruffed lemur	1966-10-01
1583	457	Lily	EUL	Eulemur hybrid	F	1974-05-26	captive	1	1990-04-02	508	Clarissa	EUL	Eulemur hybrid	1964-04-29	multiple possibilities (2)	NA	NA	NA	NA
1584	466	Tyrian	EUL	Eulemur hybrid	M	1974-06-26	captive	1	1986-05-09	560	Dido	EUL	Eulemur hybrid	1970-03-21	505	Clarence	EFUL	Common brown lemur	1963-01-01
1585	482	Plato	LCAT	Ring-tailed lemur	M	1974-06-28	captive	1	NA	528	Xantippe	LCAT	Ring-tailed lemur	1959-09-01	multiple possibilities (2)	NA	NA	NA	NA
1586	104	Pegas	EMAC	Black lemur	M	1974-07-25	captive	2	NA	538	Medusa	EMAC	Black lemur	1966-10-01	multiple possibilities (2)	NA	NA	NA	NA
1587	105	Ceto	EMAC	Black lemur	M	1974-07-25	captive	2	1979-02-13	538	Medusa	EMAC	Black lemur	1966-10-01	multiple possibilities (2)	NA	NA	NA	NA
1588	470	Red Child-B	EUL	Eulemur hybrid	F	1975-02-16	captive	1	1975-02-18	519	Red Child	ERUF	Red-fronted brown lemur	1966-03-04	1521	Gepetto	EFUL	Common brown lemur	1972-04-27
1589	472	Tango	ERUF	Red-fronted brown lemur	F	1975-03-10	captive	1	1976-08-24	573	Tana	ERUF	Red-fronted brown lemur	1968-10-01	512	Kingman Brewster	ERUF	Red-fronted brown lemur	1963-03-01
1590	117	Charlotte-C	PCOQ	Coquerel's sifaka	NA	1974-03-08	captive	1	1974-03-08	590	Charlotte	PCOQ	Coquerel's sifaka	1960-07-01	591	Reginald	PCOQ	Coquerel's sifaka	1965-07-01
1591	118	Amber	PCOQ	Coquerel's sifaka	F	1974-12-18	captive	1	1976-11-05	590	Charlotte	PCOQ	Coquerel's sifaka	1960-07-01	591	Reginald	PCOQ	Coquerel's sifaka	1965-07-01
1592	119	Larke	PCOQ	Coquerel's sifaka	M	1976-01-26	captive	1	1976-11-15	593	Edith	PCOQ	Coquerel's sifaka	1966-07-01	597	Nigel	PCOQ	Coquerel's sifaka	1972-02-10
1593	122	Erme	PCOQ	Coquerel's sifaka	F	1977-02-06	captive	1	1977-07-21	593	Edith	PCOQ	Coquerel's sifaka	1966-07-01	597	Nigel	PCOQ	Coquerel's sifaka	1972-02-10
1600	207	Dias-P	CMED	Fat-tailed dwarf lemur	F	1983-07-04	captive	2	1983-07-05	613	Dias	CMED	Fat-tailed dwarf lemur	1974-07-18	606	Jesse	CMED	Fat-tailed dwarf lemur	1973-04-13
1601	209	Linus	CMED	Fat-tailed dwarf lemur	M	1983-07-16	captive	4	2001-03-25	632	Salome	CMED	Fat-tailed dwarf lemur	1978-06-19	628	Hezron	CMED	Fat-tailed dwarf lemur	1977-07-17
1602	210	Lucas	CMED	Fat-tailed dwarf lemur	M	1983-07-16	captive	4	1997-04-09	632	Salome	CMED	Fat-tailed dwarf lemur	1978-06-19	628	Hezron	CMED	Fat-tailed dwarf lemur	1977-07-17
1603	211	Marcus	CMED	Fat-tailed dwarf lemur	M	1983-07-16	captive	4	2000-09-28	632	Salome	CMED	Fat-tailed dwarf lemur	1978-06-19	628	Hezron	CMED	Fat-tailed dwarf lemur	1977-07-17
1604	212	Claudia	CMED	Fat-tailed dwarf lemur	F	1983-07-16	captive	4	2004-01-29	632	Salome	CMED	Fat-tailed dwarf lemur	1978-06-19	628	Hezron	CMED	Fat-tailed dwarf lemur	1977-07-17
1605	213	Pontius	CMED	Fat-tailed dwarf lemur	M	1983-07-17	captive	2	2002-05-17	683	Bernice	CMED	Fat-tailed dwarf lemur	1982-07-18	617	Aaron	CMED	Fat-tailed dwarf lemur	1974-09-24
1606	214	Justus	CMED	Fat-tailed dwarf lemur	M	1983-07-17	captive	2	1994-04-05	683	Bernice	CMED	Fat-tailed dwarf lemur	1982-07-18	617	Aaron	CMED	Fat-tailed dwarf lemur	1974-09-24
1607	215	Nathaniel	CMED	Fat-tailed dwarf lemur	M	1983-07-31	captive	3	2003-10-24	657	Candace	CMED	Fat-tailed dwarf lemur	1980-07-14	674	Felix	CMED	Fat-tailed dwarf lemur	1978-07-28
1608	216	Tartius	CMED	Fat-tailed dwarf lemur	M	1983-07-31	captive	3	NA	657	Candace	CMED	Fat-tailed dwarf lemur	1980-07-14	674	Felix	CMED	Fat-tailed dwarf lemur	1978-07-28
1609	217	Clementine	CMED	Fat-tailed dwarf lemur	F	1983-07-31	captive	3	2006-04-06	657	Candace	CMED	Fat-tailed dwarf lemur	1980-07-14	674	Felix	CMED	Fat-tailed dwarf lemur	1978-07-28
1610	218	Priscilla Ii	CMED	Fat-tailed dwarf lemur	F	1983-08-12	captive	2	2000-06-05	685	Persis	CMED	Fat-tailed dwarf lemur	1982-07-18	654	Luke	CMED	Fat-tailed dwarf lemur	1980-06-04
1611	219	Persis-C	CMED	Fat-tailed dwarf lemur	M	1983-08-12	captive	2	1983-08-12	685	Persis	CMED	Fat-tailed dwarf lemur	1982-07-18	654	Luke	CMED	Fat-tailed dwarf lemur	1980-06-04
1612	220	Zechariah	CMED	Fat-tailed dwarf lemur	M	1984-06-17	captive	2	2004-12-09	632	Salome	CMED	Fat-tailed dwarf lemur	1978-06-19	606	Jesse	CMED	Fat-tailed dwarf lemur	1973-04-13
1613	221	Elizabeth	CMED	Fat-tailed dwarf lemur	F	1984-06-17	captive	2	NA	632	Salome	CMED	Fat-tailed dwarf lemur	1978-06-19	606	Jesse	CMED	Fat-tailed dwarf lemur	1973-04-13
1614	222	Bartholomew	CMED	Fat-tailed dwarf lemur	M	1984-06-23	captive	2	1998-03-16	650	Magdalen	CMED	Fat-tailed dwarf lemur	1979-09-04	674	Felix	CMED	Fat-tailed dwarf lemur	1978-07-28
1615	223	Damaris	CMED	Fat-tailed dwarf lemur	F	1984-06-23	captive	2	2002-06-17	650	Magdalen	CMED	Fat-tailed dwarf lemur	1979-09-04	674	Felix	CMED	Fat-tailed dwarf lemur	1978-07-28
1616	224	Lois-A	CMED	Fat-tailed dwarf lemur	NA	1984-06-23	captive	3	1984-06-23	678	Lois	CMED	Fat-tailed dwarf lemur	1982-04-26	656	Zebadee	CMED	Fat-tailed dwarf lemur	1980-07-14
1617	225	Lois-B	CMED	Fat-tailed dwarf lemur	NA	1984-06-23	captive	3	1984-06-23	678	Lois	CMED	Fat-tailed dwarf lemur	1982-04-26	656	Zebadee	CMED	Fat-tailed dwarf lemur	1980-07-14
1618	226	Lois-C	CMED	Fat-tailed dwarf lemur	NA	1984-06-23	captive	3	1984-06-23	678	Lois	CMED	Fat-tailed dwarf lemur	1982-04-26	656	Zebadee	CMED	Fat-tailed dwarf lemur	1980-07-14
1619	227	Sapphira-A	CMED	Fat-tailed dwarf lemur	F	1984-07-07	captive	1	1984-07-07	688	Sapphira	CMED	Fat-tailed dwarf lemur	1982-08-12	628	Hezron	CMED	Fat-tailed dwarf lemur	1977-07-17
