year	category	rank	character_id	name	area	affiliation	image_url	description
2013	all	159	1006	Yamami	Yamaguchi Prefecture	Yamaguchi University	https://www.yurugp.jp//img/uploads/character/200/00001006.jpg	As Yamaguchi University celebrates its 200th anniversary in 2015, students, students, faculty and staff, and everyone in the community will move forward together, aim to be a university that is open to the community, and contribute to the revitalization of the community. Was born for the purpose.
2013	all	160	444	Biwarin & Biwasuke	Fukuoka Prefecture	Okagaki Town	https://www.yurugp.jp//img/uploads/character/200/00000444.jpg	"""Biwarin & Biwasuke"" is an image character of Okagaki Town. The motif is the loquat of fruit which boasts the highest production in Fukuoka prefecture. They are very close friends and they are everywhere they go. Thank you for your support♪"
2013	all	162	1534	PAO in Edo	Kanagawa Prefecture	Kiyoshi Edo Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001534.jpg	Hello! It is PAO-chan of EdoKiyoshi public relations director! Everyone~ Do you like pig buns? When you come to Chinatown in Yokohama, come visit Edo Kiyo and have a try with pig ♪ I'm looking forward to seeing you guys!! Please vote!
2013	all	163	1535	Yu Shakun	Shizuoka Prefecture	Aisuru Kai (Meeting that loves Suruga Bay)	https://www.yurugp.jp//img/uploads/character/200/00001535.jpg	Affiliation: Ice Lukai (Surugawa Bay Lovers Association) Crispy! Matataana! Yushakunda, the guardian deity who loves Suruga Bay! Ichiban Takusan Voting Shitekretako Niha, Oreno Theme Song Christmas 2 Present Da! Gahahaha! Sarabashah!
2013	all	164	1537	Tappu	Osaka Prefecture	Basement Studio Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001537.jpg	"Tappu, the official character of the tap dance festival ""Kansai Tap Festival"" that celebrated its 12th anniversary. We are struggling to produce wonderful sounds all over the world. Everyone~ Support your support~"
2013	all	165	1542	Susmu-san	Gifu Prefecture	Co., Ltd. Sanjin Printing Office	https://www.yurugp.jp//img/uploads/character/200/00001542.jpg	A salamander fish from the clear stream Nagara River. I am doing my best today to bring excitement to SMEs.
2013	all	165	1541	Leather tea daddy	Chiba Prefecture	Beam product (onion skin tea)	https://www.yurugp.jp//img/uploads/character/200/00001541.jpg	"Affiliation: Beam Bussan (onion leather tea) Hadacha Papa is a ""Yuru-chara"" that has been transformed to promote the product ""Onion Hijicha"" in Kamagaya City. He is a humorous person who can make and sing and dance his own theme songs, and he has performed at various events nationwide."
2013	all	167	1547	Happy Nyan	Nagasaki Prefecture	Hotel New Nagasaki	https://www.yurugp.jp//img/uploads/character/200/00001547.jpg	Affiliation: Hotel New Nagasaki Hotel New Nagasaki Bridal character Anniversary of birthday opening March 11 Age 28 years Height 170 cm. ． ． Weight I want to become secret (I'm a little overweight after eating delicious food) Job Hotel Man (bellboy and banquet captain) Personality Large and loose. Otari shop. A friendly character who is flirted with a person. Favorite Things Castella/Champon/Mikan Charm Point Favorite Mikan Pocket Watch
2013	all	167	1546	Nagicchi	Osaka Prefecture	Osaka Prefectural Hirakata Nagisa High School	https://www.yurugp.jp//img/uploads/character/200/00001546.jpg	Nagitchi is an image character of Hirakata Nagisa High School, and was designed by a senior in the first-year manga and anime club. A costume will be made to commemorate the 10th anniversary of the foundation, and we will go out at sports festivals and cultural festivals to enliven the event. ‥
2013	all	169	1552	Wow	Tokyo	Coca-Cola Japan Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001552.jpg	"Hello Koo. It is ""ku"" when an adult drinks delicious food. Since the end of the 20th century, I've been saying ""ku"" to spend a fun and relaxing time with everyone. Thank you."
2013	all	170	1556	Tsubochi	Tokyo	Tsubohachi Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001556.jpg	"Public relations bear ""Tsubocchi"" of Izakaya Tsubohachi. Born in Hokkaido. I usually live in the office, but at the festivals and events, I play a big role. When I was getting thinner, I used to DJ on radio. Apparently."
2013	all	171	1561	Greeting	Osaka Prefecture	Campuri Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001561.jpg	"""Hello! Poku, greeting-kun! Greeting love!"" Greeting kun, greeting dot-com official character. Special skill is greeting. A polite and slightly stylish greeting, everyone's popular!"
2013	all	172	1562	Momomon-kun	Saitama	Mamomon Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001562.jpg	"Mobile Phone Moshi Moshi Monkey character ""Moshimon-kun"" Birthplace: Planet MON☆Star Charm Point: Sideburns Weight: 77 bananas (weight of about 150 bananas) Right seat: Inscription of monkeys"
2013	all	173	1567	Sora-chan	Tokyo	Space dream	https://www.yurugp.jp//img/uploads/character/200/00001567.jpg	Sora-chan's paws are hearts, and touching those hearts may improve your love luck. If you meet, you'll be pretty ^ ^
2013	all	174	1568	Charamaru-kun	Tokyo	Eclat Animal Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001568.jpg	5 year old boy. Gentle brother character. You can fly in the sky and change your body size and body temperature. Actively participate in the town's garbage gathering and greetings campaign. Great for collecting eco-caps.
2013	all	175	1571	Opapiyo-chan	Tokyo	Sun music production	https://www.yurugp.jp//img/uploads/character/200/00001571.jpg	Piyo introduces himself. My best friend is Yoshio Kojima Piyo! Piyo who has abdominal muscles due to excessive muscle training! But it doesn't matter, Piyo! HI, Oops Piyo! Good friends, make friends with Piyo! !
2013	all	176	1574	Tata Min-kun	Kyoto	Nishiwaki tatami rug store	https://www.yurugp.jp//img/uploads/character/200/00001574.jpg	"Tatamin-kun is a ""tatami fairy"" that promotes the charm of tatami mats, the drama of tea rooms, and the goodness of Japanese culture. I love taking a nap, wagashi and dancing http://www11.plala.or.jp /nishiwakitatami/"
2013	all	177	1579	Kaki Sagami	Saga Prefecture	JA Group Saga (Saga Prefecture Agricultural Cooperative Association)	https://www.yurugp.jp//img/uploads/character/200/00001579.jpg	Affiliation: JA Group Saga (Saga Agricultural Cooperative Association) Kichi Sagami is a bright and energetic boy. I eat my favorite Saga mandarin orange and have a good time with my family and friends. Sometimes the Saga dialect comes out. If you want to know more, I will answer on Twitter!
2013	all	178	1582	little	Tokyo	Musashisakai Driving School Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001582.jpg	"A character from the Musashisakai Driving School who loves the town of Musashino. The trademark is the eyebrows of the heart and bushy fur. I ate Musashino pepper and became a redhead. ""I love getting in the car!"""
2013	all	178	1581	Suppo-kun	Kanagawa Prefecture	Seiyo General Planning	https://www.yurugp.jp//img/uploads/character/200/00001581.jpg	Suppo-kun is a loose character at the job listing spot. We deliver comical topics and liveliness around Sagamihara, Machida, Aikawa and Atsugi! Happiness may come when you touch the four-leaf clerber on your right wing...♪
2013	all	180	1585	Ponster	Tokushima	Komatsushima bicycle race	https://www.yurugp.jp//img/uploads/character/200/00001585.jpg	"""Ponster"" was born at Komatsushima Bicycle. My hobby is Awa Odori. My favorite food is Komatsushima's famous fish cutlet. What I like is to play with the children. Everyone come to Komatsushima Bicycle and play with ""Ponster""!!"
2013	all	181	1590	Toto	Tochigi Prefecture	Yamazen Communications Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001590.jpg	"Totodawan, a word-of-mouth information site ""Tochi Navi!"", has a face that looks like the letter ""T"" in Tochigi, and a proud big nose."
2013	all	161	416	Mikkun	Nagasaki Prefecture	Nagayo Town Hall	https://www.yurugp.jp//img/uploads/character/200/00000416.jpg	Mikkun is a cheerful boy born from Mikan, a specialty product of Nagayo-cho. I am doing my best to promote the town with abundant local love and family love! Thank you for your support!
2013	all	162	1007	Ai-chan	Aichi Prefecture	Mie Royal Development Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001007.jpg	"Ai-chan, a Concorde idol who came from Ai-ai Hoshi, has participated in local events such as ""I want to meet and be loved"" by various people, and has been active in a wide variety of TV commercials. I think she will be molting soon after 10 years old. Rumors are emerging"
2013	all	163	195	"Fukuroi City Character ""Fuppy"""	Shizuoka Prefecture	Fukui City	https://www.yurugp.jp//img/uploads/character/200/00000195.jpg	"This is the character ""Fuppy"" in Fukuroi City, Shizuoka Prefecture, located in the middle of the 53rd Tokai region. As a familiar character for everyone, we're excited to have fun together."
2013	all	164	1008	Kagoshima PR character Guribu	Kagoshima prefecture	Kagoshima prefecture	https://www.yurugp.jp//img/uploads/character/200/00001008.jpg	"Finally finally! (Thank you for using the Kagoshima dialect.) Kagoshima PR character ""Guribu"" Dab~. It features a dignified face like Kagoshima's Saigo Don and Kagoshima black pork's Rokuro. I'm good at dancing~. Thank you for your support♪"
2013	all	165	1009	Kuruppa (Kurume City Image Character)	Fukuoka Prefecture	Kurume	https://www.yurugp.jp//img/uploads/character/200/00001009.jpg	Kappa was born in Chikugogawa, the largest river in Kyushu. If you like taking a walk, go out to various places and do your best to promote Kurume! Thank you for your support!
2013	all	166	395	Furekin-chan	Kumamoto Prefecture	Nagasu Town	https://www.yurugp.jp//img/uploads/character/200/00000395.jpg	"This is Furekin-chan, the mascot character of Nagasu Town, the town of goldfish and carps. I love to ""touch"" people! We sell all the good things about Nagasu Town as “Fure” while supporting everyone as “Fure-Fure”."
2013	all	167	1010	You me man	Kagoshima prefecture	Yumy Mansion	https://www.yurugp.jp//img/uploads/character/200/00001010.jpg	"Character of the rental condominium brand ""Yumie Mansion"". A gentle-hearted boy whose motto is ""You&Me"". We pray for everyone's happiness and bring smiles throughout the country."
2013	all	168	457	"""Kamatan"""	Chiba Prefecture	Kamagaya City Agricultural Promotion Department Agriculture Promotion Division	https://www.yurugp.jp//img/uploads/character/200/00000457.jpg	"I'm Kamagaya City mascot character ""Kamatan"" ★ Pear and vegetable fairy born in the field of Kamagaya ♪♪☆ Special skill is Mugyuu!! It's divided♪"
2013	all	169	399	Omuran-chan	Nagasaki Prefecture	Omura City	https://www.yurugp.jp//img/uploads/character/200/00000399.jpg	This is Omura-chan, the Omura city mascot character. An orchid cherry blossom fairy with the motif of the Omura cherry tree, Omura. Thank you for your support☆
2013	all	170	1011	Urus	Osaka Prefecture	Engineer Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001011.jpg	"My favorite is a screw with a crushed head, a rusty screw, and a chewy one! This is a playful dinosaur talking in the Kansai dialect. ""It's my dream to eliminate screw troubles around the world♪ Thank you for your support~!!"""
2013	all	171	1012	Victoire, Cheval Blanc, Murao III	Nagano Prefecture	Hakuba Village	https://www.yurugp.jp//img/uploads/character/200/00001012.jpg	"This year! The official character of Hakuba Village, Nagano Prefecture, who ran for 2019. It's not ""Murao"", but ""Murao"". I'm thinking that I should prefer ""village mayor"" to ""grand prix""."
2013	all	172	1013	Crab	Osaka Prefecture	Crab	https://www.yurugp.jp//img/uploads/character/200/00001013.jpg	A 6 year old boy born on June 22nd in Crab. It's worthwhile to make Osaka Dotonbori the head of the advertising department. Believing that he is the father of the third generation Crab Doraku main store, he has the dream of becoming the idol of Dotonbori, succeeding the fourth generation in the future.
2013	all	173	449	Otaru luck	Hokkaido	Otaru Shishodo (Ishii Printing Co., Ltd.)	https://www.yurugp.jp//img/uploads/character/200/00000449.jpg	"Affiliation: Otaru Shishodo (Ishii Printing Co., Ltd.) Unlucky while traveling on the open ocean on a glass float. I fell in love with the historical ""town of romance and romance, Otaru"" and settled in ""Otaru Canal"", one of the most famous tourist attractions in Hokkaido. It is a lucky lucky charm ♪"
2013	all	174	1014	Teruko	Hokkaido	M Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001014.jpg	This is Teruko, who is active in Hakodate. that's all.
2013	all	175	421	Omapyon	Nagano Prefecture	Omachi City, Nagano Prefecture	https://www.yurugp.jp//img/uploads/character/200/00000421.jpg	Omapyon from the Northern Alps. With the motif of the animal (city beast) antelope of Omachi city, the mountain of Atama is in the Northern Alps and the image of the rich and pure water of Omachi city. The point is the calm expression.
2013	all	176	473	roller	Hiroshima Prefecture	Fukuyama City	https://www.yurugp.jp//img/uploads/character/200/00000473.jpg	"This is Laura, a fairy of roses! On May 21, the first day of this year, ""Rose day,"" we finally achieved ""Fukuyama, a town of roses of 1 million"". In order to continue delivering Rose Mind to as many people as we can, Laura do our best☆"
2013	all	177	1015	Morning glory	Ishikawa Prefecture	Hakusan Chamber of Commerce	https://www.yurugp.jp//img/uploads/character/200/00001015.jpg	Umatare is a local shopping street in Matsuto. An old man who often lives in the neighborhood where he was born and raised. I like alcohol and always get tipsy. However, he has a strong sense of justice and is fragile. I will give you a drunken fist for bad children! !
2013	all	178	96	Koro-kun	Kumamoto Prefecture	Kumamoto Prefecture	https://www.yurugp.jp//img/uploads/character/200/00000096.jpg	"I am active all over the country to publicize the charm of Kikuchi in ""Kuro-kun"" Kumamoto! We want to send smiles and energy to many friends! It's good-looking~"
2013	all	179	1016	Mr. Zao	Miyagi Prefecture	Zao Town, Miyagi Prefecture	https://www.yurugp.jp//img/uploads/character/200/00001016.jpg	"""Zao-sama,"" who lives quietly in the back of Miyagi Zao's forest, has a relaxed personal pace of shy people ♪ A hobby is a very gourmet king at a hot spring ☆ Zao town is the best because you can eat delicious food while looking at the beautiful scenery of the Zao mountain range ~!"
2013	all	180	1017	Tokukun	Tokyo	Securities Knowledge Dissemination Project (Secretariat: Japan Securities Dealers Association)	https://www.yurugp.jp//img/uploads/character/200/00001017.jpg	"Affiliation: Securities knowledge dissemination project (Secretariat: Japan Securities Dealers Association) Tokusukun is a boy born on October 4th (Toshi) and is the mascot character of the ""Securities Knowledge Dissemination Project"". It is hoped that many people will feel familiar with “investment”."
2013	all	182	1594	Blackbeard	Tokyo	Takara Tomy	https://www.yurugp.jp//img/uploads/character/200/00001594.jpg	It's been 38 years since I was blown away. Blackbeard, a nihil pirate with eye points and beard charm points, will fly today to make everyone smile! Fly!
2013	all	183	1598	Paku Paku-kun	Shiga Prefecture	Consumers' cooperative co-op	https://www.yurugp.jp//img/uploads/character/200/00001598.jpg	Consumers' co-op Coop Shiga's image character. This is the Prince of Paku Paku Land, who came to human society to practice cooking. I love mischief and mischief. My dream for the future is to become a first-class cook.
2013	all	184	1599	Pinion	Kyoto	"Non-verbal performance ""GEAR-"""	https://www.yurugp.jp//img/uploads/character/200/00001599.jpg	"A shy pinion gear that has been forgotten in a corner of a former toy factory. The official mascot character of the non-verbal performance ""Gear-GEAR-"", which has been performing long runs in Kyoto since April 2012."
2013	all	185	511	Kutan	Chiba Prefecture	Narita International Airport	https://www.yurugp.jp//img/uploads/character/200/00000511.jpg	It is a daily routine to make everyone at the airport HAPPY to become a recognized hero. It's a little ridiculous, and there are a few things that go awry, but the love of Narita International Airport and our customers is second to none.
2013	all	186	1603	Fukumaru-kun	Ehime Prefecture	Asahi Kyodo Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001603.jpg	Fukumaru-kun from Cape Sada's demon Shirasu Park, a Cape Sada Peninsula in Ehime Prefecture. Amimoto's strong commitment to shirasu became a demon. We support the delicious Shirasu of Cape Sada. The twist is also particular.
2013	all	187	1605	Bishamon	Aichi Prefecture	Sugiasu Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001605.jpg	Tou! ! Visit Bishamon! ! It was worshiped at the place of its founding, Shiki Bishamonten, in Tanao Town, Hekinan City, Aichi Prefecture. If you meet an eagle, you will get full marks! !
2013	all	188	557	Tempey	Shimane Prefecture	Shimane Prefectural Sanpei Nature Museum	https://www.yurugp.jp//img/uploads/character/200/00000557.jpg	I'm Temppy! It is the mascot character of Sanpei Nature Museum Sahimeru. I'm good at climbing trees, and my favorite food is strawberry. I'm 6 years old every year. This year I entered with one slot. Please support Sahimeru and Tempy.
2013	all	188	1609	Aquan	Tokyo	"Tama City Warm Water Pool ""Aqua Blue Tama"""	https://www.yurugp.jp//img/uploads/character/200/00001609.jpg	Zappa! Aqua blue Tama, a heated pool in Tama City, Tokyo AQUAN♪ A family-minded daddy whale that boasts a heart-shaped belly with a big lip! Come to play with your important family in the warm water pool that you can enjoy all year round!
2013	all	190	1610	Shampoo	Aichi Prefecture	Sugiasu Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001610.jpg	Hiii. ． ． ! ! ! President of Sugiasu Co., Ltd. In order to spread the name of our company, we appear in various places and publicize our company. You can catch the information of the world instantly with the round eyes inside the glasses ♪
2013	all	191	1611	Ouchi-kun	Kanagawa Prefecture	Sun Fuji Planning Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001611.jpg	“Ouchi-kun” was built to support the desire to create a wonderful home. Above all, the charm point is living at home! There is also a smart aspect that is familiar with energy saving and earthquake resistance.
2013	all	192	188	Ume Sabouraud	Saitama	Flower radio (FM Kounosu)	https://www.yurugp.jp//img/uploads/character/200/00000188.jpg	Affiliation: Flower Radio (FM Konosu) This is Ume Saburo from Community FM Flower Radio in Konosu, Saitama Prefecture. Umeboshi no Utamoto: I've been dancing in the gymnastics and appearing on Twitter and YouTube, so come visit me~
2013	all	193	1613	Jumonji Hayato	Akita	Rinsendo Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001613.jpg	"CM anime character of ""Rinsendou"", a noodle company that is familiar with ""Jumoji Ramen"". Delivered in the voice of Norio Wakamoto, a master of the voice actor world, and the design and voice actors of the manga artist Ao Prefecture. The cute egg shape is attractive with a gap of sibling voice ♪"
2013	all	194	1614	Minami	Osaka Prefecture	JA Osaka Minami	https://www.yurugp.jp//img/uploads/character/200/00001614.jpg	Minami is an image character of JA Osaka Minami. A cute and energetic popular person. The round shape is like the fruit of a rapidly growing crop. My job is to promote local attractions by participating in local events. Please come and visit us at local events.
2013	all	195	1617	Sicatche	Nara Prefecture	Bambicious Nara	https://www.yurugp.jp//img/uploads/character/200/00001617.jpg	"Team character of the professional basketball team ""Bambicious Nara"" in Nara Prefecture. My hobby is to give away Amechan ♪ I look forward to supporting you! Sikatche LINE stickers are on sale!"
2013	all	196	1621	Amo-chan and A-kun	Osaka Prefecture	Act Amore Store Association	https://www.yurugp.jp//img/uploads/character/200/00001621.jpg	I am Amo-chan, a beckoning cat with prosperous business in Takatsuki and Akutagawa. My hobbies are shopping and eating and walking. The trademark A hat and paws are heart marks. We will deliver happy and love with Ac-kun.
2013	all	197	1627	Arold zucchini	Kagawa Prefecture	Takamatsu Five Arrows	https://www.yurugp.jp//img/uploads/character/200/00001627.jpg	It is often mistaken for a banana. However, since he is silent, he cannot say anything. It seems quiet, but in fact, I really like women. I'm happy when a woman approaches me.
2013	all	197	1626	Zombie bear	Hokkaido	Hacienda International Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001626.jpg	Unofficial chara Zombie who promotes Otaru City, Hokkaido Zombie stuffed toy is looking for a boy who loves him... Continue looking for 70 years Then, I'm often fooled by the extreme deafness that someone can help and fix, but I'm lucky.
2013	all	199	1632	Ryomaru	Kochi Prefecture	Ryoma Gakuen	https://www.yurugp.jp//img/uploads/character/200/00001632.jpg	It is an image character of Ryoma Gakuen, the largest general technical school in Kochi Prefecture.
2013	all	199	1631	Kouri-kun Uriko-chan	Osaka Prefecture	Hirakata City Kari Elementary School	https://www.yurugp.jp//img/uploads/character/200/00001631.jpg	This year is the 70th anniversary of Kaori Elementary School! ! The idol characters of children, “Kouri-kun, Uriko-chan”, are increasingly hustle. Of course, I am 70th in Yuru Chara Grand Prix.
2013	all	201	314	Asahiko	Shiga Prefecture	Asahi Shimbun ASA Hikone	https://www.yurugp.jp//img/uploads/character/200/00000314.jpg	ASA Hikone no Asahiko de I love the town of Hikone and introduce various tourist attractions and delicious shops in mini-commit paper. I'm studying dance now! I would be happy if I could meet many people in the future♪ Thank you for voting~☆
2013	all	181	1018	Bacai Maru	Ibaraki Prefecture	Yachiyo Town	https://www.yurugp.jp//img/uploads/character/200/00001018.jpg	"It was born with the motif of ""Chinese cabbage"", which Yachiyo-cho boasts the largest production in Japan. “Ya” Chinese cabbage “Ya” in Yachiyo-cho The round and magnificent image “Maru” is called “Yanamaru”. The dazzling eyebrows and round eyes are the charm points!"
2013	all	182	468	Morion Fairy Morion	Kanagawa Prefecture	Kawasaki	https://www.yurugp.jp//img/uploads/character/200/00000468.jpg	This is the forest fairy Morion, the image character of the 1 million tree planting campaign of Kawasaki City citizens. By the way, my favorite food is kuzumochi, pears, and persimmons.
2013	all	183	479	Chachamo	Mie Prefecture	Matsusaka City	https://www.yurugp.jp//img/uploads/character/200/00000479.jpg	Matsusaka beef and Matsusaka tea are the motif, and the plump belly is a charming girl. My hobby is going around sightseeing spots and eating around ♪ Please support everyone ♪
2013	all	184	1019	Yuusukuin (Shimizu Town image character)	Shizuoka Prefecture	Shimizu Town Office	https://www.yurugp.jp//img/uploads/character/200/00001019.jpg	Born in the spring water of Kakita River in Shimizu, one of the three major streams in Japan, Yuusuku is a cute hero who fights for love, peace and everyone's smile with a beautiful heart like the water of the Kakita River! There are many dreams in the spring pocket of the charm point. It is the source of energy that springs up! This year is the last challenge for Yusuiku! I will do my best with a smile!
2013	all	185	1020	Yachiyo image character	Chiba Prefecture	Yachiyo	https://www.yurugp.jp//img/uploads/character/200/00001020.jpg	Yachi is a new species of creature that is neither a bird nor a cat. Personality is super positive, but at my own pace. What I like is taking a walk. I was invited to Yachiyo City by the scent of roses. Nice to meet you all!
2013	all	186	603	Kirarin & Picker	Toyama Prefecture	Namegawa City Hall	https://www.yurugp.jp//img/uploads/character/200/00000603.jpg	"They are the sisters and sisters of the firefly squid, the ""mystery of Toyama Bay"" that emits a fantastic pale light. Good luck sisters and brothers, we will work together to aim for the top rank, so please support us!"
2013	all	187	381	"Satte City mascot character ""Sacchi"""	Saitama	Satte City	https://www.yurugp.jp//img/uploads/character/200/00000381.jpg	"Gongendo Sakuratsutsumi, a town that brings happiness to Satte City, is known as one of Kanto's leading cherry blossom spots. Sacchan is a lovely character that reminds us of Sakuratsutsumi with ""light pink of cherry blossoms and yellow of rape blossoms."""
2013	all	188	300	Umeppi & Mikapppi	Wakayama Prefecture	JA Kinami	https://www.yurugp.jp//img/uploads/character/200/00000300.jpg	"Twin brothers and sisters who were born to promote JA Kinan and special products in Wakayama Prefecture. My brother's ""Umeppi"" is a boy from Kishu Ume. The hat has the shape of a plum blossom. My sister Mikappi is a mandarin orange girl. The ribbon is a mandarin orange leaf."
2013	all	189	417	Nanji	Okinawa Prefecture	Nanjo City, Okinawa Prefecture	https://www.yurugp.jp//img/uploads/character/200/00000417.jpg	"A heart-shaped town, a cute old man in Nanjo City, Okinawa Prefecture. The charm point is a heart-shaped beard and a pre-prepared but silent mouth, but it is excellent at motor nerves! ! I often play with my partner, the white goat ""Yaggie"" in the blue sea of Nanjo City♪"
2013	all	190	1021	Swatton	Hokkaido	Hamatsubetsu Town	https://www.yurugp.jp//img/uploads/character/200/00001021.jpg	A fairy carrying happiness descended to Hamatsubetsu-cho like a beautiful swan flying down to Lake Kutcharo. There is this character near Happonbetsu's happiness. If you come to a happy place, you will dance. I am currently practicing Swan Lake!
2013	all	191	1022	Onister	Aichi Prefecture	Toei Town	https://www.yurugp.jp//img/uploads/character/200/00001022.jpg	I was born in a country-designated important intangible folk cultural property flower festival where demons dance and a beautiful starry sky village! As a tourist ambassador for Toei-cho since April 2011, I am working hard to make the world heritage of the flower festival and Toei-cho even more energetic!
2013	all	192	1023	Kariya city mascot character Katsunari-kun	Aichi Prefecture	Kariya city, Aichi prefecture	https://www.yurugp.jp//img/uploads/character/200/00001023.jpg	"A cheerful boy who doesn't lose. I like the city's flower oysters and the Kariya clan's first lord, Katsunari Mizuno, as a motif and gathering and building a castle. ""Winning"" is ""consisting"" and becoming! Curry wishes everyone's victory!"
2013	all	193	441	Kodai-kun/Roman-chan	Osaka Prefecture	Izumi City Mayor Public Office Izumi Appeal Section	https://www.yurugp.jp//img/uploads/character/200/00000441.jpg	"Kodai-kun and Roman-chan, Izumi city image characters. From ""Izumikuni,"" which prospered 2000 years ago, I had a time slip to the modern city of Izumi. I'm currently working hard to publicize the charm of Izumi City! support me!"
2013	all	194	1024	Kitahiro Mai Pee	Hokkaido	Kitahiroshima Chamber of Commerce	https://www.yurugp.jp//img/uploads/character/200/00001024.jpg	My name is Kitahiro Mai Pee. A red-haired rice girl! Red-haired rice is the ancestor of Hokkaido rice! This long redhead is the charm point. I am eternally 10 years old born on January 4th. Please cheer everyone!
2013	all	195	1025	Ryu-chan	Okinawa Prefecture	Ryukyu Shinposha	https://www.yurugp.jp//img/uploads/character/200/00001025.jpg	"Ryu-chan, the mascot of the Okinawan newspaper Ryukyu Shimpo. I'm working hard every day to catch the news with my head antenna and connect the print culture to the future. Please visit the blog ""Ryu-chan's diary""☆"
2013	all	196	87	Shiromochi-kun	Mie Prefecture	Tsu City Tourism Association	https://www.yurugp.jp//img/uploads/character/200/00000087.jpg	"A little metaphoric spirit born from the rising flag of ""Three Marumochi"" by Takatora Todo, the lord of Tsu. I'm crazy but I have no gender. A leader of Tsuu character wearing his favorite rabbit ear helmet."
2013	all	197	1026	Hamapon	Ehime Prefecture	Yawatahama City Hall Commerce and Industry Tourism Division	https://www.yurugp.jp//img/uploads/character/200/00001026.jpg	"It looks like a king wearing ""Champon"" and ""Champion"", and the charm point is a red beard with a figure of eight in Hachimanhama. I always have ""Yawatahama Champon"" in my hand and try to promote it every day. ♪♪ Thank you for your support♪♪"
2013	all	198	1027	By chance	Gunma Prefecture	Tamamura Town	https://www.yurugp.jp//img/uploads/character/200/00001027.jpg	"""Tamatan"" is a fairy of roses with a lovely round manme and pink cheeks ♪ Following Gunma-chan, who won last year, Gunma Prefecture is lively! Everyone loves happening! Thank you for all your support ()"
2013	all	199	1028	OPEN-chan	overseas	Unified Chosho Tokyo Marketing	https://www.yurugp.jp//img/uploads/character/200/00001028.jpg	Good! Space dog OPEN who came from Taiwan. As you can see from the name, it's OPEN and you have your own pace. I came to see my sister, PLEASE, who lives in Japan, but I wanted to know more about Japan, so I decided to live for a while! I will also introduce Taiwan to everyone in Japan.
2013	all	200	411	Jozankei Onsen PR Captain Kappon	Hokkaido	Jozankei Tourism Association	https://www.yurugp.jp//img/uploads/character/200/00000411.jpg	A hot spring grown in Jozankei. The trademark is the tub and towel that I couldn't pull out when I was playing with my kappa friends. I love to relax in the open-air bath, and my cheeks are pink.
2013	all	202	1638	Mr. Torami	Tokyo	Mansion Management University (Life & Style Co., Ltd.)	https://www.yurugp.jp//img/uploads/character/200/00001638.jpg	"Affiliation: Mansion Management University (Life & Style Co., Ltd.) Torami is a cute girl who is a tiger but scared of cockroaches. My favorite word is ""laughing once a day,"" and I always make everyone around me smile. Bunkyo Ward is also making efforts to make students who have many universities and bear the future smile."
2013	all	203	1639	Tomapin	Hokkaido	Municipal Sapporo Odori High School	https://www.yurugp.jp//img/uploads/character/200/00001639.jpg	"Tomato's loose character ""Tomapin"" was born to convey the charm of tomatoes. Currently active in various fields such as schoolwork and cooking at Odori High School in Sapporo!"
2013	all	204	1641	Bear bear	Tokyo	Avex Music Creative Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00001641.jpg	A little bear girl going to strawberry kindergarten! I love cooking and eating. I'm active all over the country, such as supporting characters of Kondo Racing, brand ambassador of Sabae City, collaboration mascot sales with Rakuten Eagles ♪
2013	all	205	1643	Fukuppi☆	Shizuoka Prefecture	Gotemba City Council of Social Welfare	https://www.yurugp.jp//img/uploads/character/200/00001643.jpg	Fukuppi-☆ was created with the image of a chick crying. A character with a career as a secretary general after working as a member of the Social Welfare Council! Everyone will be healed by Fukuppi☆! !
2013	all	206	308	Mega Sato	Osaka Prefecture	Motoki Media Co., Ltd.	https://www.yurugp.jp//img/uploads/character/200/00000308.jpg	A red old man mega that sings regional revitalization. When I walked around the city, I was touched by a finger, laughed at by a high school girl, and cried by a baby. Is it loose? If you are told, it's a mega who really worries.
