year	category	rank	character_id	name	area	organization	image_url	name_english	area_english	organization_english
2015	all	512	2918	たまよ	（東京都）	無果汁Juicys	https://www.yurugp.jp//img/uploads/character/200/00002918.jpg	Tamayo	(Tokyo)	Juicys without juice
2015	all	514	1216	んだべぇ	（福島県）	南会津町観光物産協会	https://www.yurugp.jp//img/uploads/character/200/00001216.jpg	Dave	(Fukushima Prefecture)	Minamiaizu Town Tourist Products Association
2015	all	515	1089	陣たくん	（兵庫県）	一般社団法人赤穂観光協会	https://www.yurugp.jp//img/uploads/character/200/00001089.jpg	Jin Takun	(Hyogo prefecture)	Ako Tourism Association
2015	all	516	1918	みそっち	（愛知県）	株式会社サガミチェーン	https://www.yurugp.jp//img/uploads/character/200/00001918.jpg	Misocchi	(Aichi Prefecture)	Sagami Chain Co., Ltd.
2015	all	517	536	白井市マスコットキャラクター「なし坊・かおり」	（千葉県）	白井市	https://www.yurugp.jp//img/uploads/character/200/00000536.jpg	"Shirai City mascot character ""Nashibo Kaori"""	(Chiba Prefecture)	Shirai City
2015	all	518	1527	とっくりん	（徳島県）	とっくりん応援隊	https://www.yurugp.jp//img/uploads/character/200/00001527.jpg	Tokurin	(Tokushima)	Tokurin Support Team
2015	all	519	118	オケちゃん	（埼玉県）	(一社)桶川市観光協会	https://www.yurugp.jp//img/uploads/character/200/00000118.jpg	Oke-chan	(Saitama)	(One company) Okegawa City Tourism Association
2015	all	520	2268	はぴまる	（島根県）	株式会社　丸三	https://www.yurugp.jp//img/uploads/character/200/00002268.jpg	Happy	(Shimane Prefecture)	Marusan Co., Ltd.
2015	all	521	1450	レスＱちゃん	（愛媛県）	株式会社日本エイジェント	https://www.yurugp.jp//img/uploads/character/200/00001450.jpg	Les Q-chan	(Ehime Prefecture)	Nippon Agent Co., Ltd.
2015	all	522	2722	カメレちゃん	（東京都）	株式会社アトレ　アトレ亀戸	https://www.yurugp.jp//img/uploads/character/200/00002722.jpg	Camele	(Tokyo)	Atre Co., Ltd. Atre Kameido
2015	all	523	2925	ふっくらたまこ	（千葉県）	千葉県　多古町	https://www.yurugp.jp//img/uploads/character/200/00002925.jpg	Plump tamaco	(Chiba Prefecture)	Chiba Prefecture Tako Town
2015	all	524	2576	ジャグリングドラゴン　ヒョウガ	（静岡県）	浜松スポーツジャグリングサークル　じゃぐなぎ	https://www.yurugp.jp//img/uploads/character/200/00002576.jpg	Juggling Dragon Hyoga	(Shizuoka Prefecture)	Hamamatsu Sports Juggling Circle Jagunagi
2015	all	525	285	湯巡権三	（福井県）	あわら湯けむり創生塾	https://www.yurugp.jp//img/uploads/character/200/00000285.jpg	Hot Spring Tour	(Fukui Prefecture)	Awara Yukemuri Sojuku
2015	all	526	1457	みどりっこちやん	（岐阜県）	芥見東・南地区コミュニティバス等運営協議会	https://www.yurugp.jp//img/uploads/character/200/00001457.jpg	Midorikkochiyan	(Gifu Prefecture)	Management council for Akutomi East/South area community buses
2015	all	527	2200	ゆめたん	（山口県）	海峡ゆめタワー（一般財団法人 山口県国際総合センター）	https://www.yurugp.jp//img/uploads/character/200/00002200.jpg	Yumetan	(Yamaguchi Prefecture)	Kaikyo Youme Tower (Yamaguchi International Center)
2015	all	528	1878	つがーるちゃん	（青森県）	つがるブランド推進会議	https://www.yurugp.jp//img/uploads/character/200/00001878.jpg	Tsugaru-chan	(Aomori Prefecture)	Tsugaru Brand Promotion Conference
2015	all	529	1107	おこみん	（長野県）	志賀高原観光協会	https://www.yurugp.jp//img/uploads/character/200/00001107.jpg	Okomin	(Nagano Prefecture)	Shiga Kogen Tourism Association
2015	all	530	1017	とうしくん	（東京都）	証券知識普及プロジェクト（事務局：日本証券業協会）	https://www.yurugp.jp//img/uploads/character/200/00001017.jpg	Tokukun	(Tokyo)	Securities Knowledge Dissemination Project (Secretariat: Japan Securities Dealers Association)
2015	all	531	2951	やくザイくん	（広島県）	広島県薬剤師会	https://www.yurugp.jp//img/uploads/character/200/00002951.jpg	Yaku Zai	(Hiroshima Prefecture)	Hiroshima Pharmaceutical Association
2015	all	532	1857	はなっぴー	（岩手県）	岩手県空港ターミナルビル株式会社	https://www.yurugp.jp//img/uploads/character/200/00001857.jpg	Hanappy	(Iwate Prefecture)	Iwate Airport Terminal Building Co., Ltd.
2015	all	533	2615	もみじ医	（広島県）	広島県医師会	https://www.yurugp.jp//img/uploads/character/200/00002615.jpg	Momiji doctor	(Hiroshima Prefecture)	Hiroshima Medical Association
2015	all	534	437	ピーちゃん　ナッちゃん	（千葉県）	八街市	https://www.yurugp.jp//img/uploads/character/200/00000437.jpg	Pee-chan Natsu-chan	(Chiba Prefecture)	Bajie
2015	all	535	2892	ミマッパちゃん	（岡山県）	学校法人美作学園	https://www.yurugp.jp//img/uploads/character/200/00002892.jpg	Mimappa-chan	(Okayama Prefecture)	School corporation Mimasaka Gakuen
2015	all	536	2321	ゴトーくん	（愛知県）	リンナイ株式会社	https://www.yurugp.jp//img/uploads/character/200/00002321.jpg	Goto	(Aichi Prefecture)	Rinnai Corporation
2015	all	537	3032	こべっこランド　カーモ	（兵庫県）	神戸市総合児童センター　こべっこランド	https://www.yurugp.jp//img/uploads/character/200/00003032.jpg	Kobekko Land Carmo	(Hyogo prefecture)	Kobe City Children's Center Kobekko Land
2015	all	538	2631	ダッパくん	（大阪府）	ダックツアー/一般社団法人ふるさ都・夢づくり協議会	https://www.yurugp.jp//img/uploads/character/200/00002631.jpg	Dappa	(Osaka Prefecture)	Duck Tour / Furusato Miyako, Dream Making Council
2015	all	539	2889	プロくんパンちゃんガッくんスーちゃん	（香川県）	日本プロパンガス株式会社	https://www.yurugp.jp//img/uploads/character/200/00002889.jpg	Pro-kun Pan-chan Gac-kun Suu-chan	(Kagawa Prefecture)	Nippon Propane Gas Co., Ltd.
2015	all	540	48	明智かめまる	（京都府）	亀岡市観光戦略課	https://www.yurugp.jp//img/uploads/character/200/00000048.jpg	Akechi Kamemaru	(Kyoto)	Kameoka City Tourism Strategy Division
2015	all	541	2902	オッサンショウオ	（鳥取県）	日南町	https://www.yurugp.jp//img/uploads/character/200/00002902.jpg	Ossanshoo	(Tottori prefecture)	Nichinan Town
2015	all	542	2725	ヤーマン	（東京都）	山と溪谷社	https://www.yurugp.jp//img/uploads/character/200/00002725.jpg	Yaman	(Tokyo)	Mountain and Keiyasha
2015	all	543	2557	プリタマくん	（埼玉県）	日産プリンス埼玉販売株式会社	https://www.yurugp.jp//img/uploads/character/200/00002557.jpg	Pritama	(Saitama)	Nissan Prince Saitama Sales Co., Ltd.
2015	all	544	2942	白杖の妖精つえぽん	（埼玉県）	埼玉県立特別支援学校塙保己一学園	https://www.yurugp.jp//img/uploads/character/200/00002942.jpg	White cane fairy Tsuepon	(Saitama)	Saitama Prefectural Special Needs School Hanawa Kiichi Academy
2015	all	545	2095	広川まち子ちゃん	（福岡県）	広川町商工会青年部	https://www.yurugp.jp//img/uploads/character/200/00002095.jpg	Hirokawa Machiko	(Fukuoka Prefecture)	Hirokawa Town Chamber of Commerce
2015	all	546	2695	宗田ぶっしー君	（高知県）	土佐清水市	https://www.yurugp.jp//img/uploads/character/200/00002695.jpg	Soda Bushy	(Kochi Prefecture)	Tosashimizu
2015	all	547	3048	よいたん	（新潟県）	長岡市与板地域ふるさと創生基金事業実行委員会	https://www.yurugp.jp//img/uploads/character/200/00003048.jpg	Yoitan	(Niigata Prefecture)	Nagaoka-shi Yoita area oldness and creation fund business executive committee
2015	all	548	1304	アミーゴおじさん	（三重県）	株式会社コイサンズ(513BAKERY)	https://www.yurugp.jp//img/uploads/character/200/00001304.jpg	Uncle Amigo	(Mie Prefecture)	Koisans Co., Ltd. (513 BAKERY)
2015	all	549	1338	クロロ	（栃木県）	那須町商工会	https://www.yurugp.jp//img/uploads/character/200/00001338.jpg	Chloro	(Tochigi Prefecture)	Nasu Town Chamber of Commerce
2015	all	550	1861	きれいもん	（福岡県）	株式会社れもん　キレイ事業部	https://www.yurugp.jp//img/uploads/character/200/00001861.jpg	Pretty mon	(Fukuoka Prefecture)	Lemon Co., Ltd. Beautiful Division
2015	all	551	731	はーとん	（埼玉県）	鳩山町	https://www.yurugp.jp//img/uploads/character/200/00000731.jpg	Haton	(Saitama)	Hatoyama Town
2015	all	552	1028	OPENちゃん	（海外）	統一超商東京マーケティング	https://www.yurugp.jp//img/uploads/character/200/00001028.jpg	OPEN-chan	(overseas)	Unified Chosho Tokyo Marketing
2015	all	552	1165	着ぐるみうーさーさま	（東京都）	グッドスマイルカンパニー	https://www.yurugp.jp//img/uploads/character/200/00001165.jpg	Kigurumi wooser	(Tokyo)	good smile Company
2015	all	554	1148	ぬまたんち（ぬっくん・まっくん・たっくん）	（群馬県）	群馬県沼田市（総務部企画課）	https://www.yurugp.jp//img/uploads/character/200/00001148.jpg	Numatunchi (Nukun, Makun, Takkun)	(Gunma Prefecture)	Gunma Prefecture Numata City (General Affairs Department Planning Division)
2015	all	555	2341	「元気一番!!ふちゅう体操」イメージキャラクター　ひばピー	（東京都）	府中市立介護予防推進センター	https://www.yurugp.jp//img/uploads/character/200/00002341.jpg	"Image character of ""Genki Ichiban!! Fuchu gymnastics"""	(Tokyo)	Fuchu Municipal Care Prevention Promotion Center
2015	all	556	2616	チャップン爺やん	（愛媛県）	チャップン家	https://www.yurugp.jp//img/uploads/character/200/00002616.jpg	Chappa grandpa	(Ehime Prefecture)	Chappen family
2015	all	557	1290	志武士ししまる	（鹿児島県）	一般社団法人　志布志市観光特産品協会	https://www.yurugp.jp//img/uploads/character/200/00001290.jpg	Shibushi Shimaru	(Kagoshima prefecture)	Shibushi City Tourism Special Products Association
2015	all	558	2827	さかべっち	（静岡県）	坂部区まちづくり実行委員会	https://www.yurugp.jp//img/uploads/character/200/00002827.jpg	Sakabetch	(Shizuoka Prefecture)	Sakabe City Town Development Executive Committee
2015	all	559	2729	掛川市社会福祉協議会　キョーちゃん	（静岡県）	掛川市社会福祉協議会	https://www.yurugp.jp//img/uploads/character/200/00002729.jpg	Kakegawa City Social Welfare Council Kyo-chan	(Shizuoka Prefecture)	Kakegawa City Council of Social Welfare
2015	all	560	769	さくまる	（静岡県）	天竜区観光協会佐久間支部	https://www.yurugp.jp//img/uploads/character/200/00000769.jpg	Sakumaru	(Shizuoka Prefecture)	Tenryu City Tourism Association Sakuma Branch
2015	all	561	2198	おりひめちゃん・星のあまん	（大阪府）	交野市みんなの活力課	https://www.yurugp.jp//img/uploads/character/200/00002198.jpg	Orihime-chan/Starry Sweets	(Osaka Prefecture)	Vitality section of all Katano-shi
2015	all	562	25	たいしくん	（大阪府）	大阪・太子町	https://www.yurugp.jp//img/uploads/character/200/00000025.jpg	Taikun	(Osaka Prefecture)	Osaka/Taishi Town
2015	all	563	2431	ひょうちゃん	（神奈川県）	株式会社　崎陽軒	https://www.yurugp.jp//img/uploads/character/200/00002431.jpg	Hyo-chan	(Kanagawa Prefecture)	Sakiyoken Co., Ltd.
2015	all	563	1412	SUNムシくん	（千葉県）	山武市	https://www.yurugp.jp//img/uploads/character/200/00001412.jpg	SUN Mushi-kun	(Chiba Prefecture)	Sanmu City
2015	all	563	700	カピーバ	（静岡県）	伊豆シャボテン公園	https://www.yurugp.jp//img/uploads/character/200/00000700.jpg	Capeba	(Shizuoka Prefecture)	Izu Cactus Park
2015	all	566	2070	かわばたくんファミリ－	（岐阜県）	輪之内町	https://www.yurugp.jp//img/uploads/character/200/00002070.jpg	Kawabata-kun family	(Gifu Prefecture)	Wanouchi Town
2015	all	567	2740	おだっく～	（東京都）	小田急交通株式会社	https://www.yurugp.jp//img/uploads/character/200/00002740.jpg	Welcome~	(Tokyo)	Odakyu Transportation Co., Ltd.
2015	all	568	766	だいふくん	（大分県）	社会福祉法人大分県社会福祉協議会	https://www.yurugp.jp//img/uploads/character/200/00000766.jpg	Daifu-kun	(Oita Prefecture)	Social welfare corporation Oita Council of Social Welfare
2015	all	569	2926	ちなボー	（鹿児島県）	知名町役場	https://www.yurugp.jp//img/uploads/character/200/00002926.jpg	Chinabo	(Kagoshima prefecture)	China Town Office
2015	all	570	615	きさポン	（千葉県）	木更津市	https://www.yurugp.jp//img/uploads/character/200/00000615.jpg	Kisapon	(Chiba Prefecture)	Kisarazu
2015	all	570	2800	ケロ平	（岩手県）	岩手県県南広域振興局	https://www.yurugp.jp//img/uploads/character/200/00002800.jpg	Kerodaira	(Iwate Prefecture)	Iwate Prefecture Southern Region Promotion Bureau
2015	all	570	2266	かみ～ご	（宮城県）	かみ～ご運営委員会	https://www.yurugp.jp//img/uploads/character/200/00002266.jpg	Chew	(Miyagi Prefecture)	Kami-Government Committee
2015	all	573	1981	地空人くん	（愛知県）	豊山町	https://www.yurugp.jp//img/uploads/character/200/00001981.jpg	Chikujin	(Aichi Prefecture)	Toyoyama Town
2015	all	574	2169	金蔵くん	（熊本県）	桜の馬場城彩苑わくわく座	https://www.yurugp.jp//img/uploads/character/200/00002169.jpg	Kinzo	(Kumamoto Prefecture)	Sakura Baba Castle Saien Waku Wakuza
2015	all	575	2705	オオナン・ショウ	（島根県）	島根県 邑南町	https://www.yurugp.jp//img/uploads/character/200/00002705.jpg	Oonan Show	(Shimane Prefecture)	Shimane Prefecture Onan Town
2015	all	576	2403	みかルん	（岐阜県）	社会医療法人　緑峰会　養南病院	https://www.yurugp.jp//img/uploads/character/200/00002403.jpg	Mikaru	(Gifu Prefecture)	Social medical corporation Midoraminekai Yonan Hospital
2015	all	577	3037	シアリン	（栃木県）	株式会社武蔵工務店　シアラホーム	https://www.yurugp.jp//img/uploads/character/200/00003037.jpg	Cialin	(Tochigi Prefecture)	Musashi Kogyo Co., Ltd. Ciara Home
2015	all	578	1109	だんどり～にゃ	（東京都）	(株)極洋	https://www.yurugp.jp//img/uploads/character/200/00001109.jpg	Dango	(Tokyo)	Kyoyo Co., Ltd.
2015	all	579	3084	めしやま	（東京都）	株式会社ユニットコム	https://www.yurugp.jp//img/uploads/character/200/00003084.jpg	Mushiyama	(Tokyo)	Unitcom Co., Ltd.
2015	all	580	460	わかぱん	（和歌山県）	公益社団法人和歌山県観光連盟	https://www.yurugp.jp//img/uploads/character/200/00000460.jpg	Wakapan	(Wakayama Prefecture)	Wakayama Prefectural Tourism Federation
2015	all	581	156	あぶらげんしん	（新潟県）	栃尾商工会	https://www.yurugp.jp//img/uploads/character/200/00000156.jpg	Oil	(Niigata Prefecture)	Tochio Chamber of Commerce
2015	all	582	1903	鶴美ちゃん　亀蔵くん	（福岡県）	社会福祉法人　長生会	https://www.yurugp.jp//img/uploads/character/200/00001903.jpg	Tsurumi-chan Kamekura-kun	(Fukuoka Prefecture)	Social Welfare Corporation Choseikai
2015	all	583	2863	Bob	（福島県）	株式会社GlobalAssist(ベスト個別学院)	https://www.yurugp.jp//img/uploads/character/200/00002863.jpg	Bob	(Fukushima Prefecture)	Global Assist Co., Ltd.(Best individual school)
2015	all	584	99	大野ジョー	（福岡県）	福岡県大野城市	https://www.yurugp.jp//img/uploads/character/200/00000099.jpg	Ohno Joe	(Fukuoka Prefecture)	Onojo City, Fukuoka Prefecture
2015	all	585	2220	はっちゃん	（東京都）	有限会社　オーシャン	https://www.yurugp.jp//img/uploads/character/200/00002220.jpg	Hatchan	(Tokyo)	Limited company ocean
2015	all	586	2737	こまちゃん	（東京都）	社会福祉法人　狛江市社会福祉協議会	https://www.yurugp.jp//img/uploads/character/200/00002737.jpg	Koma-chan	(Tokyo)	Social welfare corporation Komae City Social Welfare Council
2015	all	587	191	越生町のマスコット「うめりん」	（埼玉県）	埼玉県越生町	https://www.yurugp.jp//img/uploads/character/200/00000191.jpg	"Ogose Town Mascot ""Umerin"""	(Saitama)	Ogose Town, Saitama Prefecture
2015	all	588	2027	のん太	（広島県）	公益社団法人　東広島市観光協会	https://www.yurugp.jp//img/uploads/character/200/00002027.jpg	Nonta	(Hiroshima Prefecture)	Higashihiroshima City Tourism Association
2015	all	589	2689	みやっＰ～　	（宮崎県）	宮崎県遊技業協同組合	https://www.yurugp.jp//img/uploads/character/200/00002689.jpg	Miya P~	(Miyazaki Prefecture)	Miyazaki Prefecture Game Industry Cooperative
2015	all	590	2106	きぼっこちゃん	（福島県）	土湯温泉観光協会	https://www.yurugp.jp//img/uploads/character/200/00002106.jpg	Kibokko-chan	(Fukushima Prefecture)	Tsuchiyu Onsen Tourism Association
2015	all	591	2932	たすっぴ	（岡山県）	岡山弁護士会	https://www.yurugp.jp//img/uploads/character/200/00002932.jpg	Tasoppi	(Okayama Prefecture)	Okayama Bar Association
2015	all	592	1894	てらまち小僧	（愛知県）	大浜地区歩いて暮らせるまちづくり推進委員会	https://www.yurugp.jp//img/uploads/character/200/00001894.jpg	Terramachi Boy	(Aichi Prefecture)	Town development promotion committee that can live in Ohama district
2015	all	593	2171	みらっこ	（大分県）	大分みらい信用金庫	https://www.yurugp.jp//img/uploads/character/200/00002171.jpg	Mirakko	(Oita Prefecture)	Oita Mirai Shinkin Bank
2015	all	594	2272	なかちゃん	（栃木県）	栃木県那珂川町	https://www.yurugp.jp//img/uploads/character/200/00002272.jpg	Naka-chan	(Tochigi Prefecture)	Nakagawa Town, Tochigi Prefecture
2015	all	595	80	えんむちゃん	（埼玉県）	くまがや市商工会	https://www.yurugp.jp//img/uploads/character/200/00000080.jpg	Enmu-chan	(Saitama)	Kumagaya City Chamber of Commerce
2015	all	596	2552	いそべぇ・あおみ	（神奈川県）	大磯町	https://www.yurugp.jp//img/uploads/character/200/00002552.jpg	Isobe Aomi	(Kanagawa Prefecture)	Oiso Town
2015	all	597	1071	シャロウムちゃん	（海外）	駐日イスラエル大使館	https://www.yurugp.jp//img/uploads/character/200/00001071.jpg	Shaloum-chan	(overseas)	Embassy of Israel in Japan
2015	all	598	1195	はがまるくん	（栃木県）	芳賀町	https://www.yurugp.jp//img/uploads/character/200/00001195.jpg	Hagamaru-kun	(Tochigi Prefecture)	Haga Town
2015	all	599	1011	ウルスくん	（大阪府）	株式会社エンジニア	https://www.yurugp.jp//img/uploads/character/200/00001011.jpg	Urus	(Osaka Prefecture)	Engineer Co., Ltd.
2015	all	600	879	かみぎゅうくん（京都市上京区マスコットキャラクター）	（京都府）	京都市　上京区役所	https://www.yurugp.jp//img/uploads/character/200/00000879.jpg	Kamigyu-kun (Mascot character, Kamigyo-ku, Kyoto)	(Kyoto)	Kyoto City Kamigyo Ward Office
2016	all	1	957	しんじょう君	（高知県）	高知県須崎市	https://www.yurugp.jp//img/uploads/character/200/00000957.jpg	Shinjo-kun	(Kochi Prefecture)	Susaki City, Kochi Prefecture
2016	all	2	93	はにぽん	（埼玉県）	埼玉県本庄市	https://www.yurugp.jp//img/uploads/character/200/00000093.jpg	Hanipon	(Saitama)	Honjo City, Saitama Prefecture
2016	all	3	971	チュッピー	（岡山県）	岡山県総社市	https://www.yurugp.jp//img/uploads/character/200/00000971.jpg	Chuppy	(Okayama Prefecture)	Soja City, Okayama Prefecture
2016	all	4	2023	とち介	（栃木県）	栃木市	https://www.yurugp.jp//img/uploads/character/200/00002023.jpg	Tochisuke	(Tochigi Prefecture)	Tochigi City
2016	all	5	9	滝ノ道ゆずる	（大阪府）	大阪府箕面市	https://www.yurugp.jp//img/uploads/character/200/00000009.jpg	Takinomichi Yuzuru	(Osaka Prefecture)	Minoh City, Osaka Prefecture
2016	all	6	3345	ぽすくま	（東京都）	日本郵便株式会社	https://www.yurugp.jp//img/uploads/character/200/00003345.jpg	Bear	(Tokyo)	Japan Post Co., Ltd.
2016	all	7	3364	こんのすけ	（東京都）	株式会社ニトロプラス	https://www.yurugp.jp//img/uploads/character/200/00003364.jpg	Konnosuke	(Tokyo)	Nitroplus Co., Ltd.
2016	all	8	90	ミムリン	（埼玉県）	埼玉県美里町	https://www.yurugp.jp//img/uploads/character/200/00000090.jpg	Mimulin	(Saitama)	Misato Town, Saitama Prefecture
2016	all	9	2751	りそにゃ	（東京都）	りそなグループ（りそな銀行・埼玉りそな銀行・近畿大阪銀行）	https://www.yurugp.jp//img/uploads/character/200/00002751.jpg	Resnya	(Tokyo)	Resona Group (Resona Bank, Saitama Resona Bank, Kinki Osaka Bank)
2016	all	10	21	島根県観光キャラクター「しまねっこ」	（島根県）	公益社団法人　島根県観光連盟	https://www.yurugp.jp//img/uploads/character/200/00000021.jpg	"Shimane tourism character ""Shimaneko"""	(Shimane Prefecture)	Shimane Prefectural Tourism Federation
2016	all	11	2354	ゆずがっぱ	（徳島県）	株式会社chico	https://www.yurugp.jp//img/uploads/character/200/00002354.jpg	Yuzugappa	(Tokushima)	Chico inc.
2016	all	12	393	はにたん	（大阪府）	高槻市	https://www.yurugp.jp//img/uploads/character/200/00000393.jpg	Hanitan	(Osaka Prefecture)	Takatsuki
2016	all	13	1190	つげさん	（大阪府）	大阪府貝塚市	https://www.yurugp.jp//img/uploads/character/200/00001190.jpg	Tsuge-san	(Osaka Prefecture)	Kaizuka City, Osaka Prefecture
2016	all	14	2134	菊川市マスコットキャラクター「きくのん」	（静岡県）	静岡県菊川市	https://www.yurugp.jp//img/uploads/character/200/00002134.jpg	"Kikugawa city mascot character ""Kikunon"""	(Shizuoka Prefecture)	Kikugawa City, Shizuoka Prefecture
2016	all	15	199	ニーラ	（山梨県）	韮崎市観光協会	https://www.yurugp.jp//img/uploads/character/200/00000199.jpg	Neela	(Yamanashi Prefecture)	Nirasaki City Tourist Association
2016	all	16	3342	トマックン	（神奈川県）	日本化工塗料株式会社	https://www.yurugp.jp//img/uploads/character/200/00003342.jpg	Tomakun	(Kanagawa Prefecture)	Nippon Kako Paint Co., Ltd.
2016	all	17	390	こにゅうどうくん	（三重県）	四日市市	https://www.yurugp.jp//img/uploads/character/200/00000390.jpg	Konyu-kun	(Mie Prefecture)	Yokkaichi
2016	all	18	3295	はっぴーカバー君	（愛媛県）	松山市役所	https://www.yurugp.jp//img/uploads/character/200/00003295.jpg	Happy Cover-kun	(Ehime Prefecture)	Matsuyama City Hall
2016	all	19	2127	Ｐマン＆ぴーにゃっつ	（千葉県）	潮騒グループ	https://www.yurugp.jp//img/uploads/character/200/00002127.jpg	P Man & Pyanyatsu	(Chiba Prefecture)	Shiosai Group
2016	all	20	973	でんちゅうくん	（岡山県）	岡山県井原市	https://www.yurugp.jp//img/uploads/character/200/00000973.jpg	Electrician	(Okayama Prefecture)	Ibara City, Okayama Prefecture
2016	all	21	3253	ハッぴぃ ショッぴぃ フジッぴぃ	（愛媛県）	株式会社フジ	https://www.yurugp.jp//img/uploads/character/200/00003253.jpg	Happiness shoppy fuzzypi	(Ehime Prefecture)	Fuji Co., Ltd.
2016	all	22	31	うなりくん	（千葉県）	成田市観光プロモーション課	https://www.yurugp.jp//img/uploads/character/200/00000031.jpg	Growling	(Chiba Prefecture)	Narita City Tourism Promotion Division
2016	all	23	2114	どりんぴん	（東京都）	フォーデイズ株式会社	https://www.yurugp.jp//img/uploads/character/200/00002114.jpg	Dorinpin	(Tokyo)	Four Days Co., Ltd.
2016	all	24	831	きゅぽらん	（埼玉県）	川口市	https://www.yurugp.jp//img/uploads/character/200/00000831.jpg	Kyuporan	(Saitama)	Kawaguchi city
2016	all	25	1117	やいちゃん	（静岡県）	焼津市	https://www.yurugp.jp//img/uploads/character/200/00001117.jpg	Yai-chan	(Shizuoka Prefecture)	Yaizu City
2016	all	26	2559	こぶしまる	（東京都）	株式会社テイチクエンタテインメント	https://www.yurugp.jp//img/uploads/character/200/00002559.jpg	Fist	(Tokyo)	Teichiku Entertainment Inc.
2016	all	27	3304	いまぞう君	（愛媛県）	今治造船株式会社	https://www.yurugp.jp//img/uploads/character/200/00003304.jpg	Imazo-kun	(Ehime Prefecture)	Imabari Shipbuilding Co., Ltd.
2016	all	28	2632	あわブタ	（埼玉県）	株式会社イーグルスター	https://www.yurugp.jp//img/uploads/character/200/00002632.jpg	Bubble pig	(Saitama)	Eagle Star Co., Ltd.
2016	all	29	3385	はぴ太ファミリー	（大阪府）	関西電力株式会社	https://www.yurugp.jp//img/uploads/character/200/00003385.jpg	Hapita Family	(Osaka Prefecture)	Kansai Electric Power Co., Inc.
2016	all	30	3147	ユキマサくん	（東京都）	日本行政書士会連合会	https://www.yurugp.jp//img/uploads/character/200/00003147.jpg	Yuki Masa	(Tokyo)	Japan Administrative Scrivener Association
2016	all	31	994	いのとん	（愛媛県）	愛媛県 東温市	https://www.yurugp.jp//img/uploads/character/200/00000994.jpg	Inoton	(Ehime Prefecture)	Toon City, Ehime Prefecture
2016	all	32	2537	ちりゅっぴ	（愛知県）	愛知県　知立市	https://www.yurugp.jp//img/uploads/character/200/00002537.jpg	Chiryuppi	(Aichi Prefecture)	Chiryu City, Aichi Prefecture
2016	all	33	2997	キューモット	（東京都）	株式会社インテージ	https://www.yurugp.jp//img/uploads/character/200/00002997.jpg	Cumot	(Tokyo)	INTAGE Inc.
2016	all	34	982	はすぴぃ	（埼玉県）	埼玉県蓮田市	https://www.yurugp.jp//img/uploads/character/200/00000982.jpg	Haspi	(Saitama)	Hasuda City, Saitama Prefecture
2016	all	35	3313	島原守護神しまばらん	（長崎県）	長崎県島原市	https://www.yurugp.jp//img/uploads/character/200/00003313.jpg	Shimabara Guardian Shimabara	(Nagasaki Prefecture)	Shimabara City, Nagasaki Prefecture
2016	all	36	1988	なーしくん	（愛媛県）	愛媛県愛南町	https://www.yurugp.jp//img/uploads/character/200/00001988.jpg	Na-kun	(Ehime Prefecture)	Ainan Town, Ehime Prefecture
2016	all	37	2988	メル助	（愛知県）	株式会社メニコン	https://www.yurugp.jp//img/uploads/character/200/00002988.jpg	Mel assistant	(Aichi Prefecture)	Menicon Co., Ltd.
2016	all	38	3362	いえらぶ君	（東京都）	株式会社いえらぶGROUP	https://www.yurugp.jp//img/uploads/character/200/00003362.jpg	Erabu-kun	(Tokyo)	Erabu Group Co., Ltd.
2016	all	39	2550	ミクリン	（静岡県）	「御殿場みくりやそば」あなたのそばで振舞隊	https://www.yurugp.jp//img/uploads/character/200/00002550.jpg	Miklin	(Shizuoka Prefecture)	"""Gotemba Mikuriya Soba"" Your team beside you"
2016	all	40	2323	すそのん（静岡県裾野市マスコットキャラクター）	（静岡県）	静岡県裾野市	https://www.yurugp.jp//img/uploads/character/200/00002323.jpg	Susun (mascot character in Susono City, Shizuoka Prefecture)	(Shizuoka Prefecture)	Susono City, Shizuoka Prefecture
2016	all	41	2764	ゆめずきんちゃん	（長崎県）	全国農業協同組合連合会 長崎県本部	https://www.yurugp.jp//img/uploads/character/200/00002764.jpg	Yumezukin-chan	(Nagasaki Prefecture)	National Federation of Agricultural Cooperatives Nagasaki Prefecture Headquarters
2016	all	42	41	パイプル君	（埼玉県）	アロハガス株式会社	https://www.yurugp.jp//img/uploads/character/200/00000041.jpg	Piple	(Saitama)	Aloha Gas Co., Ltd.
2016	all	43	45	ゾウキリン	（埼玉県）	新座市役所観光推進課	https://www.yurugp.jp//img/uploads/character/200/00000045.jpg	Elephant giraffe	(Saitama)	Niiza City Hall Tourism Promotion Division
2016	all	44	1951	ぱんちゃん	（大阪府）	株式会社保険デザイン	https://www.yurugp.jp//img/uploads/character/200/00001951.jpg	Panchan	(Osaka Prefecture)	Insurance Design Co., Ltd.
2016	all	45	488	がんばくん　らんばちゃん	（長崎県）	長崎県	https://www.yurugp.jp//img/uploads/character/200/00000488.jpg	Ganba-kun, Ranba-chan	(Nagasaki Prefecture)	Nagasaki Prefecture
2016	all	46	161	はながたベニちゃん	（山形県）	山形市	https://www.yurugp.jp//img/uploads/character/200/00000161.jpg	Beni-chan	(Yamagata Prefecture)	Yamagata
2016	all	47	3177	ココちゃん	（兵庫県）	明石こころのホスピタル	https://www.yurugp.jp//img/uploads/character/200/00003177.jpg	Coco-chan	(Hyogo prefecture)	Akashi Heart Hospital
